form	lemma	POS	voice	tense	mood	number	person	gender	case	state	possessive-number	possessive-person	possessive-gender
أخبارك	خبر	noun	n/a	n/a	n/a	plural	n/a	feminine	genitive	definite	singular	2	feminine
أخبارك	خبر	noun	n/a	n/a	n/a	plural	n/a	feminine	genitive	definite	singular	2	masculine
أخبارك	خبر	noun	n/a	n/a	n/a	plural	n/a	feminine	nominative	definite	singular	2	feminine
أخبارك	خبر	noun	n/a	n/a	n/a	plural	n/a	feminine	nominative	definite	singular	2	masculine
أخبر	خبر	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
أخبر	خبر	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
أخبر	خبر	verb	active	non-past	indicative	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	non-past	indicative	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	non-past	indicative	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	non-past	indicative	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	non-past	jussive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	non-past	jussive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	non-past	jussive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	non-past	jussive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	non-past	subjunctive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	non-past	subjunctive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	non-past	subjunctive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	non-past	subjunctive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أخبر	خبر	verb	active	past	n/a	singular	3	masculine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	non-past	indicative	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	non-past	indicative	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	non-past	indicative	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	non-past	indicative	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	non-past	jussive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	non-past	jussive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	non-past	jussive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	non-past	jussive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	non-past	subjunctive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	non-past	subjunctive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	non-past	subjunctive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	non-past	subjunctive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أخبر	خبر	verb	passive	past	n/a	singular	3	masculine	nominative	n/a	n/a	n/a	n/a
أخبرتك	خبر	verb	active	past	n/a	singular	1	feminine	n/a	n/a	singular	2	feminine
أخبرتك	خبر	verb	active	past	n/a	singular	1	feminine	n/a	n/a	singular	2	masculine
أخبرتك	خبر	verb	active	past	n/a	singular	1	feminine	nominative	n/a	singular	2	feminine
أخبرتك	خبر	verb	active	past	n/a	singular	1	feminine	nominative	n/a	singular	2	masculine
أخبرتك	خبر	verb	active	past	n/a	singular	1	masculine	n/a	n/a	singular	2	feminine
أخبرتك	خبر	verb	active	past	n/a	singular	1	masculine	n/a	n/a	singular	2	masculine
أخبرتك	خبر	verb	active	past	n/a	singular	1	masculine	nominative	n/a	singular	2	feminine
أخبرتك	خبر	verb	active	past	n/a	singular	1	masculine	nominative	n/a	singular	2	masculine
أخبرتك	خبر	verb	active	past	n/a	singular	2	feminine	n/a	n/a	singular	2	feminine
أخبرتك	خبر	verb	active	past	n/a	singular	2	feminine	n/a	n/a	singular	2	masculine
أخبرتك	خبر	verb	active	past	n/a	singular	2	feminine	nominative	n/a	singular	2	feminine
أخبرتك	خبر	verb	active	past	n/a	singular	2	feminine	nominative	n/a	singular	2	masculine
أخبرتك	خبر	verb	active	past	n/a	singular	2	masculine	n/a	n/a	singular	2	feminine
أخبرتك	خبر	verb	active	past	n/a	singular	2	masculine	n/a	n/a	singular	2	masculine
أخبرتك	خبر	verb	active	past	n/a	singular	2	masculine	nominative	n/a	singular	2	feminine
أخبرتك	خبر	verb	active	past	n/a	singular	2	masculine	nominative	n/a	singular	2	masculine
أخبرتك	خبر	verb	active	past	n/a	singular	3	feminine	n/a	n/a	singular	2	feminine
أخبرتك	خبر	verb	active	past	n/a	singular	3	feminine	n/a	n/a	singular	2	masculine
أخبرتك	خبر	verb	active	past	n/a	singular	3	feminine	nominative	n/a	singular	2	feminine
أخبرتك	خبر	verb	active	past	n/a	singular	3	feminine	nominative	n/a	singular	2	masculine
أخبرتني	خبر	verb	active	past	n/a	singular	1	feminine	n/a	n/a	singular	1	feminine
أخبرتني	خبر	verb	active	past	n/a	singular	1	feminine	n/a	n/a	singular	1	masculine
أخبرتني	خبر	verb	active	past	n/a	singular	1	feminine	nominative	n/a	singular	1	feminine
أخبرتني	خبر	verb	active	past	n/a	singular	1	feminine	nominative	n/a	singular	1	masculine
أخبرتني	خبر	verb	active	past	n/a	singular	1	masculine	n/a	n/a	singular	1	feminine
أخبرتني	خبر	verb	active	past	n/a	singular	1	masculine	n/a	n/a	singular	1	masculine
أخبرتني	خبر	verb	active	past	n/a	singular	1	masculine	nominative	n/a	singular	1	feminine
أخبرتني	خبر	verb	active	past	n/a	singular	1	masculine	nominative	n/a	singular	1	masculine
أخبرتني	خبر	verb	active	past	n/a	singular	2	feminine	n/a	n/a	singular	1	feminine
أخبرتني	خبر	verb	active	past	n/a	singular	2	feminine	n/a	n/a	singular	1	masculine
أخبرتني	خبر	verb	active	past	n/a	singular	2	feminine	nominative	n/a	singular	1	feminine
أخبرتني	خبر	verb	active	past	n/a	singular	2	feminine	nominative	n/a	singular	1	masculine
أخبرتني	خبر	verb	active	past	n/a	singular	2	masculine	n/a	n/a	singular	1	feminine
أخبرتني	خبر	verb	active	past	n/a	singular	2	masculine	n/a	n/a	singular	1	masculine
أخبرتني	خبر	verb	active	past	n/a	singular	2	masculine	nominative	n/a	singular	1	feminine
أخبرتني	خبر	verb	active	past	n/a	singular	2	masculine	nominative	n/a	singular	1	masculine
أخبرتني	خبر	verb	active	past	n/a	singular	3	feminine	n/a	n/a	singular	1	feminine
أخبرتني	خبر	verb	active	past	n/a	singular	3	feminine	n/a	n/a	singular	1	masculine
أخبرتني	خبر	verb	active	past	n/a	singular	3	feminine	nominative	n/a	singular	1	feminine
أخبرتني	خبر	verb	active	past	n/a	singular	3	feminine	nominative	n/a	singular	1	masculine
أخبرك	خبر	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	definite	singular	2	feminine
أخبرك	خبر	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	definite	singular	2	masculine
أخبرك	خبر	verb	active	non-past	indicative	singular	1	feminine	accusative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	non-past	indicative	singular	1	feminine	accusative	n/a	singular	2	masculine
أخبرك	خبر	verb	active	non-past	indicative	singular	1	feminine	nominative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	non-past	indicative	singular	1	feminine	nominative	n/a	singular	2	masculine
أخبرك	خبر	verb	active	non-past	indicative	singular	1	masculine	accusative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	non-past	indicative	singular	1	masculine	accusative	n/a	singular	2	masculine
أخبرك	خبر	verb	active	non-past	indicative	singular	1	masculine	nominative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	non-past	indicative	singular	1	masculine	nominative	n/a	singular	2	masculine
أخبرك	خبر	verb	active	non-past	jussive	singular	1	feminine	accusative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	non-past	jussive	singular	1	feminine	accusative	n/a	singular	2	masculine
أخبرك	خبر	verb	active	non-past	jussive	singular	1	feminine	nominative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	non-past	jussive	singular	1	feminine	nominative	n/a	singular	2	masculine
أخبرك	خبر	verb	active	non-past	jussive	singular	1	masculine	accusative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	non-past	jussive	singular	1	masculine	accusative	n/a	singular	2	masculine
أخبرك	خبر	verb	active	non-past	jussive	singular	1	masculine	nominative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	non-past	jussive	singular	1	masculine	nominative	n/a	singular	2	masculine
أخبرك	خبر	verb	active	non-past	subjunctive	singular	1	feminine	accusative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	non-past	subjunctive	singular	1	feminine	accusative	n/a	singular	2	masculine
أخبرك	خبر	verb	active	non-past	subjunctive	singular	1	feminine	nominative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	non-past	subjunctive	singular	1	feminine	nominative	n/a	singular	2	masculine
أخبرك	خبر	verb	active	non-past	subjunctive	singular	1	masculine	accusative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	non-past	subjunctive	singular	1	masculine	accusative	n/a	singular	2	masculine
أخبرك	خبر	verb	active	non-past	subjunctive	singular	1	masculine	nominative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	non-past	subjunctive	singular	1	masculine	nominative	n/a	singular	2	masculine
أخبرك	خبر	verb	active	past	n/a	singular	3	masculine	n/a	n/a	singular	2	feminine
أخبرك	خبر	verb	active	past	n/a	singular	3	masculine	n/a	n/a	singular	2	masculine
أخبرك	خبر	verb	active	past	n/a	singular	3	masculine	nominative	n/a	singular	2	feminine
أخبرك	خبر	verb	active	past	n/a	singular	3	masculine	nominative	n/a	singular	2	masculine
أخبرني	خبر	verb	active	non-past	indicative	singular	1	feminine	accusative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	non-past	indicative	singular	1	feminine	accusative	n/a	singular	1	masculine
أخبرني	خبر	verb	active	non-past	indicative	singular	1	feminine	nominative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	non-past	indicative	singular	1	feminine	nominative	n/a	singular	1	masculine
أخبرني	خبر	verb	active	non-past	indicative	singular	1	masculine	accusative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	non-past	indicative	singular	1	masculine	accusative	n/a	singular	1	masculine
أخبرني	خبر	verb	active	non-past	indicative	singular	1	masculine	nominative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	non-past	indicative	singular	1	masculine	nominative	n/a	singular	1	masculine
أخبرني	خبر	verb	active	non-past	jussive	singular	1	feminine	accusative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	non-past	jussive	singular	1	feminine	accusative	n/a	singular	1	masculine
أخبرني	خبر	verb	active	non-past	jussive	singular	1	feminine	nominative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	non-past	jussive	singular	1	feminine	nominative	n/a	singular	1	masculine
أخبرني	خبر	verb	active	non-past	jussive	singular	1	masculine	accusative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	non-past	jussive	singular	1	masculine	accusative	n/a	singular	1	masculine
أخبرني	خبر	verb	active	non-past	jussive	singular	1	masculine	nominative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	non-past	jussive	singular	1	masculine	nominative	n/a	singular	1	masculine
أخبرني	خبر	verb	active	non-past	subjunctive	singular	1	feminine	accusative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	non-past	subjunctive	singular	1	feminine	accusative	n/a	singular	1	masculine
أخبرني	خبر	verb	active	non-past	subjunctive	singular	1	feminine	nominative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	non-past	subjunctive	singular	1	feminine	nominative	n/a	singular	1	masculine
أخبرني	خبر	verb	active	non-past	subjunctive	singular	1	masculine	accusative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	non-past	subjunctive	singular	1	masculine	accusative	n/a	singular	1	masculine
أخبرني	خبر	verb	active	non-past	subjunctive	singular	1	masculine	nominative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	non-past	subjunctive	singular	1	masculine	nominative	n/a	singular	1	masculine
أخبرني	خبر	verb	active	past	n/a	singular	3	masculine	n/a	n/a	singular	1	feminine
أخبرني	خبر	verb	active	past	n/a	singular	3	masculine	n/a	n/a	singular	1	masculine
أخبرني	خبر	verb	active	past	n/a	singular	3	masculine	nominative	n/a	singular	1	feminine
أخبرني	خبر	verb	active	past	n/a	singular	3	masculine	nominative	n/a	singular	1	masculine
أخبريني	أخبر	verb	active	non-past	imperative	singular	2	feminine	n/a	n/a	singular	1	feminine
أخبريني	أخبر	verb	active	non-past	imperative	singular	2	feminine	n/a	n/a	singular	1	masculine
أختي	أخت	noun	n/a	n/a	n/a	dual	n/a	feminine	accusative	indefinite	n/a	n/a	n/a
أختي	أخت	noun	n/a	n/a	n/a	dual	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
أختي	أخت	noun	n/a	n/a	n/a	singular	n/a	feminine	accusative	definite	singular	1	feminine
أختي	أخت	noun	n/a	n/a	n/a	singular	n/a	feminine	accusative	definite	singular	1	masculine
أختي	أخت	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	definite	singular	1	feminine
أختي	أخت	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	definite	singular	1	masculine
أختي	أخت	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	definite	singular	1	feminine
أختي	أخت	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	definite	singular	1	masculine
أخذ	أخذ	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
أخذ	أخذ	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
أخذ	أخذ	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
أخذ	أخذ	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
أخذ	أخذ	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
أخذ	أخذ	verb	active	non-past	imperative	singular	2	masculine	nominative	n/a	n/a	n/a	n/a
أخذ	أخذ	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أخذ	أخذ	verb	passive	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أخذت	أخذ	verb	active	past	n/a	singular	1	feminine	n/a	n/a	n/a	n/a	n/a
أخذت	أخذ	verb	active	past	n/a	singular	1	masculine	n/a	n/a	n/a	n/a	n/a
أخذت	أخذ	verb	active	past	n/a	singular	2	feminine	n/a	n/a	n/a	n/a	n/a
أخذت	أخذ	verb	active	past	n/a	singular	2	masculine	n/a	n/a	n/a	n/a	n/a
أخذت	أخذ	verb	active	past	n/a	singular	3	feminine	n/a	n/a	n/a	n/a	n/a
أخذت	أخذ	verb	passive	past	n/a	singular	1	feminine	n/a	n/a	n/a	n/a	n/a
أخذت	أخذ	verb	passive	past	n/a	singular	1	masculine	n/a	n/a	n/a	n/a	n/a
أخذت	أخذ	verb	passive	past	n/a	singular	2	feminine	n/a	n/a	n/a	n/a	n/a
أخذت	أخذ	verb	passive	past	n/a	singular	2	masculine	n/a	n/a	n/a	n/a	n/a
أخذت	أخذ	verb	passive	past	n/a	singular	3	feminine	n/a	n/a	n/a	n/a	n/a
أخرج	خرج	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
أخرج	خرج	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
أخرج	خرج	verb	active	non-past	indicative	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	non-past	indicative	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	non-past	indicative	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	non-past	indicative	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	non-past	jussive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	non-past	jussive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	non-past	jussive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	non-past	jussive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	non-past	subjunctive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	non-past	subjunctive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	non-past	subjunctive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	non-past	subjunctive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
أخرج	خرج	verb	active	past	n/a	singular	3	masculine	nominative	n/a	n/a	n/a	n/a
أخرى	آخر	adjective	n/a	n/a	n/a	singular	n/a	feminine	accusative	construct	n/a	n/a	n/a
أخرى	آخر	adjective	n/a	n/a	n/a	singular	n/a	feminine	genitive	construct	n/a	n/a	n/a
أخرى	آخر	adjective	n/a	n/a	n/a	singular	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
أخرى	آخر	adjective	n/a	n/a	n/a	singular	n/a	feminine	nominative	construct	n/a	n/a	n/a
أخرى	آخر	adjective	n/a	n/a	n/a	singular	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
أخري	خر	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	definite	singular	1	feminine
أخري	خر	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	definite	singular	1	masculine
أخشى	خشي	verb	active	non-past	indicative	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخشى	خشي	verb	active	non-past	indicative	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخشى	خشي	verb	active	non-past	indicative	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخشى	خشي	verb	active	non-past	indicative	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخشى	خشي	verb	active	non-past	jussive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخشى	خشي	verb	active	non-past	jussive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخشى	خشي	verb	active	non-past	jussive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخشى	خشي	verb	active	non-past	jussive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخشى	خشي	verb	active	non-past	subjunctive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخشى	خشي	verb	active	non-past	subjunctive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخشى	خشي	verb	active	non-past	subjunctive	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخشى	خشي	verb	active	non-past	subjunctive	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخضر	أخضر	adjective	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
أخضر	أخضر	adjective	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
أخضر	أخضر	adjective	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
أخضر	أخضر	adjective	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
أخضر	أخضر	adjective	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
أخطاء	خطأ	noun	n/a	n/a	n/a	plural	n/a	feminine	accusative	construct	n/a	n/a	n/a
أخطاء	خطأ	noun	n/a	n/a	n/a	plural	n/a	feminine	genitive	construct	n/a	n/a	n/a
أخطاء	خطأ	noun	n/a	n/a	n/a	plural	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
أخطاء	خطأ	noun	n/a	n/a	n/a	plural	n/a	feminine	nominative	construct	n/a	n/a	n/a
أخطاء	خطأ	noun	n/a	n/a	n/a	plural	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
أخطر	خطر	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
أخطر	خطر	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
أخطر	خطر	verb	active	non-past	indicative	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخطر	خطر	verb	active	non-past	indicative	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
أخطر	خطر	verb	active	non-past	indicative	singular	1	masculine	accusative	n/a	n/a	n/a	n/a
أخطر	خطر	verb	active	non-past	indicative	singular	1	masculine	nominative	n/a	n/a	n/a	n/a
أخطر	خطر	verb	active	non-past	jussive	singular	1	feminine	accusative	n/a	n/a	n/a	n/a
أخطر	خطر	verb	active	non-past	jussive	singular	1	feminine	nominative	n/a	n/a	n/a	n/a
